duel_id,modele_a_id,modele_a,modele_b_id,modele_b,titre_page,categorie,ecole_a,ecole_b,inter_ecoles,cylindree_a,cylindree_b,puissance_ch_a,puissance_ch_b,poids_a,poids_b,a2,score_priorite
bmw-f-800-gs-vs-ktm-990-adventure,bmw-f-800-gs,BMW F 800 GS,ktm-990-adventure,KTM 990 Adventure,BMW F 800 GS ou KTM 990 Adventure : lequel choisir ?,Trail / Aventure,allemande,autrichienne,oui,798.0,999.9,85.0,106.1,182.0,209.0,non,196.0
honda-cbr600rr-vs-mz-skorpion,honda-cbr600rr,Honda CBR600RR,mz-skorpion,MZ Skorpion,Honda CBR600RR ou MZ Skorpion : lequel choisir ?,Sportive,japonaise,allemande,oui,599.0,656.0,120.0,48.7,156.5,188.69,non,195.6
honda-xr-650r-vs-yamaha-tenere-700,yamaha-tenere-700,Yamaha 700 Ténéré,honda-xr-650r,Honda XR 650R,Yamaha 700 Ténéré ou Honda XR 650R : lequel choisir ?,Trail / Aventure,japonaise,japonaise,non,689.6,649.0,73.1,61.2,205.0,122.0,non,195.2
aprilia-rs4-vs-yamaha-yzf-r15,yamaha-yzf-r15,Yamaha YZF-R15,aprilia-rs4,Aprilia RS125,Yamaha YZF-R15 ou Aprilia RS125 : lequel choisir ?,Sportive,japonaise,italienne,oui,149.8,124.2,,,,144.0,,194.9
aprilia-rs4-vs-yamaha-yzf-r125,yamaha-yzf-r125,Yamaha YZF-R125,aprilia-rs4,Aprilia RS125,Yamaha YZF-R125 ou Aprilia RS125 : lequel choisir ?,Sportive,japonaise,italienne,oui,124.7,124.2,,,,144.0,,194.9
ducati-1098-vs-honda-rc51,ducati-1098,Ducati 1098/1198,honda-rc51,Honda VTR 1000,Ducati 1098/1198 ou Honda VTR 1000 : lequel choisir ?,Sportive,italienne,japonaise,oui,1099.0,999.0,182.5,134.8,173.0,221.81,non,193.4
bmw-r1150gs-vs-triumph-tiger-explorer,bmw-r1150gs,BMW R1150GS / BMW R1150GS Adventure,triumph-tiger-explorer,Triumph Tiger Explorer,BMW R1150GS / BMW R1150GS Adventure ou Triumph Tiger Explorer : lequel choisir ?,Trail / Aventure,allemande,britannique,oui,1130.0,1215.0,86.2,140.9,229.0,242.0,non,190.7
moto-guzzi-quota-vs-triumph-tiger-explorer,triumph-tiger-explorer,Triumph Tiger Explorer,moto-guzzi-quota,Moto Guzzi Quota,Triumph Tiger Explorer ou Moto Guzzi Quota : lequel choisir ?,Trail / Aventure,britannique,italienne,oui,1215.0,948.8,140.9,70.0,242.0,,non,190.2
ducati-multistrada-1200-vs-honda-cb1300,honda-cb1300,Honda CB 1300 Super Four,ducati-multistrada-1200,Ducati Multistrada (2010),Honda CB 1300 Super Four ou Ducati Multistrada (2010) : lequel choisir ?,Roadster,japonaise,italienne,oui,1284.0,1198.0,101.4,152.1,236.0,239.0,non,190.0
kawasaki-zrx1200r-vs-norton-961-commando,norton-961-commando,Norton 961/SS Commando,kawasaki-zrx1200r,Kawasaki ZRX1200R,Norton 961/SS Commando ou Kawasaki ZRX1200R : lequel choisir ?,Roadster,britannique,japonaise,oui,961.0,1164.0,81.1,123.7,188.0,247.0,non,189.5
triumph-tiger-900-t400-vs-yamaha-tenere-700,yamaha-tenere-700,Yamaha 700 Ténéré,triumph-tiger-900-t400,Triumph Tiger 900 (1993),Yamaha 700 Ténéré ou Triumph Tiger 900 (1993) : lequel choisir ?,Trail / Aventure,japonaise,britannique,oui,689.6,885.0,73.1,82.9,205.0,209.0,non,189.2
peugeot-satelis-compressor-vs-yamaha-zuma-125,peugeot-satelis-compressor,Peugeot Satelis Compressor,yamaha-zuma-125,Yamaha Zuma,Peugeot Satelis Compressor ou Yamaha Zuma : lequel choisir ?,Scooter / Cyclomoteur,française,japonaise,oui,125.0,125.0,,,,,,187.8
bmw-f-800-gs-vs-moto-guzzi-quota,bmw-f-800-gs,BMW F 800 GS,moto-guzzi-quota,Moto Guzzi Quota,BMW F 800 GS ou Moto Guzzi Quota : lequel choisir ?,Trail / Aventure,allemande,italienne,oui,798.0,948.8,85.0,70.0,182.0,,non,187.7
honda-aviator-vs-yamaha-mio,honda-aviator,Honda Aviator,yamaha-mio,Yamaha Mio,Honda Aviator ou Yamaha Mio : lequel choisir ?,Scooter / Cyclomoteur,japonaise,japonaise,non,109.0,113.7,8.1,8.1,103.0,90.0,oui,186.6
bmw-c1-vs-honda-aviator,bmw-c1,BMW C1,honda-aviator,Honda Aviator,BMW C1 ou Honda Aviator : lequel choisir ?,Scooter / Cyclomoteur,allemande,japonaise,oui,124.9,109.0,15.2,8.1,185.0,103.0,oui,185.2
honda-xrm-vs-peugeot-satelis-compressor,peugeot-satelis-compressor,Peugeot Satelis Compressor,honda-xrm,Honda XRM,Peugeot Satelis Compressor ou Honda XRM : lequel choisir ?,Scooter / Cyclomoteur,française,japonaise,oui,125.0,125.0,,,,94.2,,183.1
bmw-hp4-race-vs-suzuki-tl1000r,bmw-hp4-race,BMW HP4 Race,suzuki-tl1000r,Suzuki TL1000R,BMW HP4 Race ou Suzuki TL1000R : lequel choisir ?,Sportive,allemande,japonaise,oui,999.0,996.0,,,171.0,197.0,,183.0
kawasaki-versys-650-vs-yamaha-xj6,yamaha-xj6,Yamaha XJ6,kawasaki-versys-650,Kawasaki Versys 650 (2007),Yamaha XJ6 ou Kawasaki Versys 650 (2007) : lequel choisir ?,Roadster,japonaise,japonaise,non,600.0,649.0,78.0,67.9,205.0,206.0,non,182.2
honda-xrm-vs-yamaha-zuma-125,yamaha-zuma-125,Yamaha Zuma,honda-xrm,Honda XRM,Yamaha Zuma ou Honda XRM : lequel choisir ?,Scooter / Cyclomoteur,japonaise,japonaise,non,125.0,125.0,,,,94.2,,182.2
honda-wave-series-vs-yamaha-mio,honda-wave-series,Honda Innova,yamaha-mio,Yamaha Mio,Honda Innova ou Yamaha Mio : lequel choisir ?,Scooter / Cyclomoteur,japonaise,japonaise,non,125.0,113.7,9.3,8.1,101.0,90.0,oui,182.1
kawasaki-z800-vs-suzuki-sv1000,suzuki-sv1000,Suzuki SV 650,kawasaki-z800,Kawasaki Z800,Suzuki SV 650 ou Kawasaki Z800 : lequel choisir ?,Roadster,japonaise,japonaise,non,996.0,806.0,109.5,112.8,186.0,231.0,non,181.3
peugeot-kisbee-vs-suzuki-choinori,peugeot-kisbee,Peugeot Kisbee,suzuki-choinori,Suzuki Choinori,Peugeot Kisbee ou Suzuki Choinori : lequel choisir ?,Scooter / Cyclomoteur,française,japonaise,oui,49.9,49.0,3.7,2.0,85.0,43.0,oui,181.3
honda-cb1300-vs-suzuki-sv1000,honda-cb1300,Honda CB 1300 Super Four,suzuki-sv1000,Suzuki SV 650,Honda CB 1300 Super Four ou Suzuki SV 650 : lequel choisir ?,Roadster,japonaise,japonaise,non,1284.0,996.0,101.4,109.5,236.0,186.0,non,178.8
buell-blast-vs-kawasaki-ninja-400r,kawasaki-ninja-400r,Kawasaki Ninja 400R,buell-blast,Buell Blast,Kawasaki Ninja 400R ou Buell Blast : lequel choisir ?,Roadster,japonaise,américaine,oui,399.0,491.64,43.5,34.5,203.0,180.98,oui,177.4
triumph-sprint-st-vs-yamaha-tdm-900,yamaha-tdm-900,Yamaha TDM 900,triumph-sprint-st,Triumph Sprint ST,Yamaha TDM 900 ou Triumph Sprint ST : lequel choisir ?,Routière / GT,japonaise,britannique,oui,897.0,955.0,87.2,109.5,222.71,229.97,non,177.2
bmw-r1150gs-vs-ktm-990-adventure,bmw-r1150gs,BMW R1150GS / BMW R1150GS Adventure,ktm-990-adventure,KTM 990 Adventure,BMW R1150GS / BMW R1150GS Adventure ou KTM 990 Adventure : lequel choisir ?,Trail / Aventure,allemande,autrichienne,oui,1130.0,999.9,86.2,106.1,229.0,209.0,non,176.9
triumph-sprint-900-vs-yamaha-tracer-900,yamaha-tracer-900,Yamaha Tracer 900,triumph-sprint-900,Triumph Sprint 900,Yamaha Tracer 900 ou Triumph Sprint 900 : lequel choisir ?,Routière / GT,japonaise,britannique,oui,847.2,885.0,116.6,93.3,209.56,214.96,non,176.8
bmw-r1200c-vs-honda-valkyrie,honda-valkyrie,Honda Valkyrie,bmw-r1200c,BMW R 1200 C,Honda Valkyrie ou BMW R 1200 C : lequel choisir ?,Custom / Cruiser,japonaise,allemande,oui,1520.0,1170.0,101.4,61.0,327.0,256.0,non,175.4
bmw-r1200c-vs-yamaha-v-star-1300,bmw-r1200c,BMW R 1200 C,yamaha-v-star-1300,Yamaha V-Star 1300,BMW R 1200 C ou Yamaha V-Star 1300 : lequel choisir ?,Custom / Cruiser,allemande,japonaise,oui,1170.0,1304.0,61.0,71.0,256.0,303.0,non,174.8
ktm-990-adventure-vs-moto-guzzi-quota,ktm-990-adventure,KTM 990 Adventure,moto-guzzi-quota,Moto Guzzi Quota,KTM 990 Adventure ou Moto Guzzi Quota : lequel choisir ?,Trail / Aventure,autrichienne,italienne,oui,999.9,948.8,106.1,70.0,209.0,,non,173.7
ducati-multistrada-1200-vs-kawasaki-zrx1200r,ducati-multistrada-1200,Ducati Multistrada (2010),kawasaki-zrx1200r,Kawasaki ZRX1200R,Ducati Multistrada (2010) ou Kawasaki ZRX1200R : lequel choisir ?,Roadster,italienne,japonaise,oui,1198.0,1164.0,152.1,123.7,239.0,247.0,non,173.4
honda-cbr600rr-vs-triumph-daytona-650,honda-cbr600rr,Honda CBR600RR,triumph-daytona-650,Triumph Daytona 650,Honda CBR600RR ou Triumph Daytona 650 : lequel choisir ?,Sportive,japonaise,britannique,oui,599.0,646.0,120.0,115.6,156.5,165.0,non,173.1
benelli-tornado-tre-900-vs-honda-vtr1000f,honda-vtr1000f,Honda VTR 1000 F,benelli-tornado-tre-900,Benelli Tornado Tre,Honda VTR 1000 F ou Benelli Tornado Tre : lequel choisir ?,Sportive,japonaise,italienne,oui,996.0,898.0,117.6,143.0,214.1,198.0,non,173.1
benelli-tornado-tre-900-vs-bmw-r1100s,bmw-r1100s,BMW R 1100 S,benelli-tornado-tre-900,Benelli Tornado Tre,BMW R 1100 S ou Benelli Tornado Tre : lequel choisir ?,Sportive,allemande,italienne,oui,1085.0,898.0,99.4,143.0,229.0,198.0,non,173.1
benelli-tornado-tre-900-vs-honda-rc51,honda-rc51,Honda VTR 1000,benelli-tornado-tre-900,Benelli Tornado Tre,Honda VTR 1000 ou Benelli Tornado Tre : lequel choisir ?,Sportive,japonaise,italienne,oui,999.0,898.0,134.8,143.0,221.81,198.0,non,171.1
benelli-tornado-tre-900-vs-honda-cbr,benelli-tornado-tre-900,Benelli Tornado Tre,honda-cbr,Honda CBR900RR Fireblade,Benelli Tornado Tre ou Honda CBR900RR Fireblade : lequel choisir ?,Sportive,italienne,japonaise,oui,898.0,893.0,143.0,124.0,198.0,185.0,non,170.9
ducati-multistrada-1200-vs-suzuki-sv1000,suzuki-sv1000,Suzuki SV 650,ducati-multistrada-1200,Ducati Multistrada (2010),Suzuki SV 650 ou Ducati Multistrada (2010) : lequel choisir ?,Roadster,japonaise,italienne,oui,996.0,1198.0,109.5,152.1,186.0,239.0,non,170.6
hyosung-gv650-vs-triumph-speedmaster,hyosung-gv650,Hyosung GV650 Aquila,triumph-speedmaster,Triumph Speedmaster,Hyosung GV650 Aquila ou Triumph Speedmaster : lequel choisir ?,Custom / Cruiser,coréenne,britannique,oui,647.0,790.0,73.0,53.8,232.0,263.08,non,170.2
ducati-999-vs-kawasaki-ninja-zx-12r,kawasaki-ninja-zx-12r,Kawasaki ZX-12R,ducati-999,Ducati 999,Kawasaki ZX-12R ou Ducati 999 : lequel choisir ?,Sportive,japonaise,italienne,oui,1199.0,999.0,181.0,140.0,247.21,199.0,non,169.6
ducati-999-vs-honda-vtr1000f,honda-vtr1000f,Honda VTR 1000 F,ducati-999,Ducati 999,Honda VTR 1000 F ou Ducati 999 : lequel choisir ?,Sportive,japonaise,italienne,oui,996.0,999.0,117.6,140.0,214.1,199.0,non,169.6
moto-guzzi-v9-vs-triumph-speedmaster,moto-guzzi-v9,Moto Guzzi V9,triumph-speedmaster,Triumph Speedmaster,Moto Guzzi V9 ou Triumph Speedmaster : lequel choisir ?,Custom / Cruiser,italienne,britannique,oui,853.0,790.0,55.8,53.8,200.0,263.08,non,169.2
bmw-r1100s-vs-kawasaki-ninja-zx-12r,kawasaki-ninja-zx-12r,Kawasaki ZX-12R,bmw-r1100s,BMW R 1100 S,Kawasaki ZX-12R ou BMW R 1100 S : lequel choisir ?,Sportive,japonaise,allemande,oui,1199.0,1085.0,181.0,99.4,247.21,229.0,non,169.0
ducati-999-vs-honda-rc51,honda-rc51,Honda VTR 1000,ducati-999,Ducati 999,Honda VTR 1000 ou Ducati 999 : lequel choisir ?,Sportive,japonaise,italienne,oui,999.0,999.0,134.8,140.0,221.81,199.0,non,167.5
bmw-r1100s-vs-honda-rc51,honda-rc51,Honda VTR 1000,bmw-r1100s,BMW R 1100 S,Honda VTR 1000 ou BMW R 1100 S : lequel choisir ?,Sportive,japonaise,allemande,oui,999.0,1085.0,134.8,99.4,221.81,229.0,non,167.0
bmw-r1100s-vs-ducati-999,ducati-999,Ducati 999,bmw-r1100s,BMW R 1100 S,Ducati 999 ou BMW R 1100 S : lequel choisir ?,Sportive,italienne,allemande,oui,999.0,1085.0,140.0,99.4,199.0,229.0,non,167.0
honda-jade-motorcycle-vs-suzuki-gw250,suzuki-gw250,Suzuki GW250,honda-jade-motorcycle,Honda Jade,Suzuki GW250 ou Honda Jade : lequel choisir ?,Roadster,japonaise,japonaise,non,248.0,249.0,21.5,40.6,170.0,161.0,oui,165.5
bmw-r1100s-vs-ducati-998,bmw-r1100s,BMW R 1100 S,ducati-998,Ducati 998,BMW R 1100 S ou Ducati 998 : lequel choisir ?,Sportive,allemande,italienne,oui,1085.0,998.0,99.4,124.7,229.0,198.0,non,165.0
bmw-c1-vs-yamaha-mio,bmw-c1,BMW C1,yamaha-mio,Yamaha Mio,BMW C1 ou Yamaha Mio : lequel choisir ?,Scooter / Cyclomoteur,allemande,japonaise,oui,124.9,113.7,15.2,8.1,185.0,90.0,oui,164.6
ducati-998-vs-honda-rc51,honda-rc51,Honda VTR 1000,ducati-998,Ducati 998,Honda VTR 1000 ou Ducati 998 : lequel choisir ?,Sportive,japonaise,italienne,oui,999.0,998.0,134.8,124.7,221.81,198.0,non,162.9
ktm-200-vs-yamaha-yz250f,yamaha-yz250f,Yamaha YZ250F,ktm-200,KTM 200 EXC / XC-W,Yamaha YZ250F ou KTM 200 EXC / XC-W : lequel choisir ?,Tout-terrain,japonaise,autrichienne,oui,249.0,193.0,43.5,40.6,92.53,99.5,non,162.9
ducati-750-supersport-vs-honda-cbr600rr,honda-cbr600rr,Honda CBR600RR,ducati-750-supersport,Ducati 750 Supersport,Honda CBR600RR ou Ducati 750 Supersport : lequel choisir ?,Sportive,japonaise,italienne,oui,599.0,748.0,120.0,68.0,156.5,165.0,non,160.4
honda-pantheon-vs-yamaha-nmax,yamaha-nmax,Yamaha NMAX,honda-pantheon,Honda Pantheon,Yamaha NMAX ou Honda Pantheon : lequel choisir ?,Scooter / Cyclomoteur,japonaise,japonaise,non,124.7,124.6,,,,149.0,,155.4
honda-valkyrie-vs-yamaha-v-star-1300,honda-valkyrie,Honda Valkyrie,yamaha-v-star-1300,Yamaha V-Star 1300,Honda Valkyrie ou Yamaha V-Star 1300 : lequel choisir ?,Custom / Cruiser,japonaise,japonaise,non,1520.0,1304.0,101.4,71.0,327.0,303.0,non,154.3
honda-vtx-series-vs-yamaha-mt-01,yamaha-mt-01,Yamaha MT-01,honda-vtx-series,Honda VTX 1800,Yamaha MT-01 ou Honda VTX 1800 : lequel choisir ?,Custom / Cruiser,japonaise,japonaise,non,1670.0,1795.0,90.1,91.2,265.0,351.08,non,154.0
honda-valkyrie-vs-yamaha-xv1900a,honda-valkyrie,Honda Valkyrie,yamaha-xv1900a,Yamaha XV1900A,Honda Valkyrie ou Yamaha XV1900A : lequel choisir ?,Custom / Cruiser,japonaise,japonaise,non,1520.0,1854.0,101.4,102.4,327.0,329.0,non,152.7
honda-vtx-series-vs-yamaha-xv1900a,honda-vtx-series,Honda VTX 1800,yamaha-xv1900a,Yamaha XV1900A,Honda VTX 1800 ou Yamaha XV1900A : lequel choisir ?,Custom / Cruiser,japonaise,japonaise,non,1795.0,1854.0,91.2,102.4,351.08,329.0,non,152.7
bmw-r1150rt-vs-triumph-sprint-st,triumph-sprint-st,Triumph Sprint ST,bmw-r1150rt,BMW R1150RT,Triumph Sprint ST ou BMW R1150RT : lequel choisir ?,Routière / GT,britannique,allemande,oui,955.0,1130.0,109.5,95.2,229.97,279.0,non,152.7
ducati-999-vs-honda-cbr,ducati-999,Ducati 999,honda-cbr,Honda CBR900RR Fireblade,Ducati 999 ou Honda CBR900RR Fireblade : lequel choisir ?,Sportive,italienne,japonaise,oui,999.0,893.0,140.0,124.0,199.0,185.0,non,149.9
ducati-998-vs-honda-cbr,ducati-998,Ducati 998,honda-cbr,Honda CBR900RR Fireblade,Ducati 998 ou Honda CBR900RR Fireblade : lequel choisir ?,Sportive,italienne,japonaise,oui,998.0,893.0,124.7,124.0,198.0,185.0,non,149.9
ktm-1190-rc8-vs-suzuki-tl1000r,ktm-1190-rc8,KTM RC8,suzuki-tl1000r,Suzuki TL1000R,KTM RC8 ou Suzuki TL1000R : lequel choisir ?,Sportive,autrichienne,japonaise,oui,1195.0,996.0,,,,197.0,,149.0
honda-jade-motorcycle-vs-hyosung-gt250,hyosung-gt250,Hyosung GT250R,honda-jade-motorcycle,Honda Jade,Hyosung GT250R ou Honda Jade : lequel choisir ?,Roadster,coréenne,japonaise,oui,249.0,249.0,28.4,40.6,187.7,161.0,oui,145.9
kawasaki-zrx1100-vs-suzuki-sv1000,suzuki-sv1000,Suzuki SV 650,kawasaki-zrx1100,Kawasaki ZRX1100,Suzuki SV 650 ou Kawasaki ZRX1100 : lequel choisir ?,Roadster,japonaise,japonaise,non,996.0,1052.0,109.5,97.3,186.0,,non,145.8
bmw-r1150gs-vs-moto-guzzi-quota,bmw-r1150gs,BMW R1150GS / BMW R1150GS Adventure,moto-guzzi-quota,Moto Guzzi Quota,BMW R1150GS / BMW R1150GS Adventure ou Moto Guzzi Quota : lequel choisir ?,Trail / Aventure,allemande,italienne,oui,1130.0,948.8,86.2,70.0,229.0,,non,145.7
buell-1125r-vs-honda-cbr,honda-cbr,Honda CBR900RR Fireblade,buell-1125r,Buell 1125R,Honda CBR900RR Fireblade ou Buell 1125R : lequel choisir ?,Sportive,japonaise,américaine,oui,893.0,1124.9,124.0,148.0,185.0,211.37,non,145.2
buell-1125r-vs-triumph-daytona-955i,buell-1125r,Buell 1125R,triumph-daytona-955i,Triumph Daytona 955i,Buell 1125R ou Triumph Daytona 955i : lequel choisir ?,Sportive,américaine,britannique,oui,1124.9,955.0,148.0,129.8,211.37,219.08,non,145.1
buell-1125r-vs-ducati-999,ducati-999,Ducati 999,buell-1125r,Buell 1125R,Ducati 999 ou Buell 1125R : lequel choisir ?,Sportive,italienne,américaine,oui,999.0,1124.9,140.0,148.0,199.0,211.37,non,144.7
buell-1125r-vs-ducati-998,ducati-998,Ducati 998,buell-1125r,Buell 1125R,Ducati 998 ou Buell 1125R : lequel choisir ?,Sportive,italienne,américaine,oui,998.0,1124.9,124.7,148.0,198.0,211.37,non,144.7
suzuki-sfv650-gladius-vs-yamaha-fz6,suzuki-sfv650-gladius,Suzuki Gladius,yamaha-fz6,Yamaha FZ6,Suzuki Gladius ou Yamaha FZ6 : lequel choisir ?,Roadster,japonaise,japonaise,non,645.0,600.0,,,202.0,,,144.2
buell-1125r-vs-suzuki-tl1000s,buell-1125r,Buell 1125R,suzuki-tl1000s,Suzuki TL1000S,Buell 1125R ou Suzuki TL1000S : lequel choisir ?,Sportive,américaine,japonaise,oui,1124.9,996.0,148.0,126.7,211.37,186.43,non,141.9
honda-pantheon-vs-peugeot-satelis-compressor,peugeot-satelis-compressor,Peugeot Satelis Compressor,honda-pantheon,Honda Pantheon,Peugeot Satelis Compressor ou Honda Pantheon : lequel choisir ?,Scooter / Cyclomoteur,française,japonaise,oui,125.0,124.6,,,,149.0,,140.4
honda-pantheon-vs-yamaha-zuma-125,yamaha-zuma-125,Yamaha Zuma,honda-pantheon,Honda Pantheon,Yamaha Zuma ou Honda Pantheon : lequel choisir ?,Scooter / Cyclomoteur,japonaise,japonaise,non,125.0,124.6,,,,149.0,,139.5
mz-skorpion-vs-yamaha-yzf-r7,mz-skorpion,MZ Skorpion,yamaha-yzf-r7,Yamaha YZF-R7 (1999),MZ Skorpion ou Yamaha YZF-R7 (1999) : lequel choisir ?,Sportive,allemande,japonaise,oui,656.0,749.0,48.7,107.5,188.69,188.69,non,136.4
mz-skorpion-vs-triumph-daytona-650,mz-skorpion,MZ Skorpion,triumph-daytona-650,Triumph Daytona 650,MZ Skorpion ou Triumph Daytona 650 : lequel choisir ?,Sportive,allemande,britannique,oui,656.0,646.0,48.7,115.6,188.69,165.0,non,136.1
aprilia-rs50-vs-honda-ac15,aprilia-rs50,Aprilia RS50,honda-ac15,Honda AC15,Aprilia RS50 ou Honda AC15 : lequel choisir ?,Sportive,italienne,japonaise,oui,49.9,50.0,5.3,5.7,89.5,81.0,oui,135.4
triumph-daytona-650-vs-yamaha-yzf-r7,yamaha-yzf-r7,Yamaha YZF-R7 (1999),triumph-daytona-650,Triumph Daytona 650,Yamaha YZF-R7 (1999) ou Triumph Daytona 650 : lequel choisir ?,Sportive,japonaise,britannique,oui,749.0,646.0,107.5,115.6,188.69,165.0,non,135.1
bmw-r1150rt-vs-yamaha-tdm-900,yamaha-tdm-900,Yamaha TDM 900,bmw-r1150rt,BMW R1150RT,Yamaha TDM 900 ou BMW R1150RT : lequel choisir ?,Routière / GT,japonaise,allemande,oui,897.0,1130.0,87.2,95.2,222.71,279.0,non,134.7
triumph-daytona-650-vs-yamaha-thundercat,yamaha-thundercat,Yamaha YZF600R,triumph-daytona-650,Triumph Daytona 650,Yamaha YZF600R ou Triumph Daytona 650 : lequel choisir ?,Sportive,japonaise,britannique,oui,599.0,646.0,102.0,115.6,,165.0,non,134.6
ducati-998-vs-yamaha-yzf-r7,ducati-998,Ducati 998,yamaha-yzf-r7,Yamaha YZF-R7 (1999),Ducati 998 ou Yamaha YZF-R7 (1999) : lequel choisir ?,Sportive,italienne,japonaise,oui,998.0,749.0,124.7,107.5,198.0,188.69,non,134.4
kawasaki-zx-6-and-zzr600-vs-triumph-daytona-650,kawasaki-zx-6-and-zzr600,Kawasaki ZX-6/ZZR600,triumph-daytona-650,Triumph Daytona 650,Kawasaki ZX-6/ZZR600 ou Triumph Daytona 650 : lequel choisir ?,Sportive,japonaise,britannique,oui,599.0,646.0,100.4,115.6,,165.0,non,134.1
aprilia-6-5-moto-vs-buell-blast,buell-blast,Buell Blast,aprilia-6-5-moto,Aprilia 6.5 Motó,Buell Blast ou Aprilia 6.5 Motó : lequel choisir ?,Roadster,américaine,italienne,oui,491.64,649.5,34.5,42.0,180.98,183.0,oui,132.8
buell-1125r-vs-yamaha-thunderace,buell-1125r,Buell 1125R,yamaha-thunderace,Yamaha YZF1000R Thunderace,Buell 1125R ou Yamaha YZF1000R Thunderace : lequel choisir ?,Sportive,américaine,japonaise,oui,1124.9,1002.0,148.0,147.0,211.37,232.24,non,129.9
mz-skorpion-vs-yamaha-thundercat,mz-skorpion,MZ Skorpion,yamaha-thundercat,Yamaha YZF600R,MZ Skorpion ou Yamaha YZF600R : lequel choisir ?,Sportive,allemande,japonaise,oui,656.0,599.0,48.7,102.0,188.69,,non,126.9
triumph-daytona-955i-vs-yamaha-yzf-r7,yamaha-yzf-r7,Yamaha YZF-R7 (1999),triumph-daytona-955i,Triumph Daytona 955i,Yamaha YZF-R7 (1999) ou Triumph Daytona 955i : lequel choisir ?,Sportive,japonaise,britannique,oui,749.0,955.0,107.5,129.8,188.69,219.08,non,122.1
ducati-750-supersport-vs-honda-cbr,honda-cbr,Honda CBR900RR Fireblade,ducati-750-supersport,Ducati 750 Supersport,Honda CBR900RR Fireblade ou Ducati 750 Supersport : lequel choisir ?,Sportive,japonaise,italienne,oui,893.0,748.0,124.0,68.0,185.0,165.0,non,121.8
ducati-998-vs-triumph-daytona-955i,ducati-998,Ducati 998,triumph-daytona-955i,Triumph Daytona 955i,Ducati 998 ou Triumph Daytona 955i : lequel choisir ?,Sportive,italienne,britannique,oui,998.0,955.0,124.7,129.8,198.0,219.08,non,121.0
suzuki-tl1000s-vs-triumph-daytona-955i,triumph-daytona-955i,Triumph Daytona 955i,suzuki-tl1000s,Suzuki TL1000S,Triumph Daytona 955i ou Suzuki TL1000S : lequel choisir ?,Sportive,britannique,japonaise,oui,955.0,996.0,129.8,126.7,219.08,186.43,non,119.4
honda-chf50-vs-piaggio-nrg,piaggio-nrg,Piaggio NRG,honda-chf50,Honda CHF50,Piaggio NRG ou Honda CHF50 : lequel choisir ?,Scooter / Cyclomoteur,italienne,japonaise,oui,49.0,49.0,,,94.0,,,118.3
triumph-sprint-900-vs-yamaha-tdm-900,yamaha-tdm-900,Yamaha TDM 900,triumph-sprint-900,Triumph Sprint 900,Yamaha TDM 900 ou Triumph Sprint 900 : lequel choisir ?,Routière / GT,japonaise,britannique,oui,897.0,885.0,87.2,93.3,222.71,214.96,non,118.2
kawasaki-gpz1100abs-vs-triumph-sprint-st,triumph-sprint-st,Triumph Sprint ST,kawasaki-gpz1100abs,Kawasaki GPZ 1100,Triumph Sprint ST ou Kawasaki GPZ 1100 : lequel choisir ?,Routière / GT,britannique,japonaise,oui,955.0,1152.0,109.5,124.7,229.97,267.62,non,117.4
moto-guzzi-quota-vs-yamaha-tdm850,moto-guzzi-quota,Moto Guzzi Quota,yamaha-tdm850,Yamaha TDM 850,Moto Guzzi Quota ou Yamaha TDM 850 : lequel choisir ?,Trail / Aventure,italienne,japonaise,oui,948.8,849.3,70.0,78.1,,,non,114.6
triumph-tiger-900-t400-vs-yamaha-tdm850,yamaha-tdm850,Yamaha TDM 850,triumph-tiger-900-t400,Triumph Tiger 900 (1993),Yamaha TDM 850 ou Triumph Tiger 900 (1993) : lequel choisir ?,Trail / Aventure,japonaise,britannique,oui,849.3,885.0,78.1,82.9,,209.0,non,111.8
kawasaki-zrx1200r-vs-suzuki-sv1000,suzuki-sv1000,Suzuki SV 650,kawasaki-zrx1200r,Kawasaki ZRX1200R,Suzuki SV 650 ou Kawasaki ZRX1200R : lequel choisir ?,Roadster,japonaise,japonaise,non,996.0,1164.0,109.5,123.7,186.0,247.0,non,111.0
triumph-tiger-955i-vs-yamaha-tdm850,yamaha-tdm850,Yamaha TDM 850,triumph-tiger-955i,Triumph Tiger 955i,Yamaha TDM 850 ou Triumph Tiger 955i : lequel choisir ?,Trail / Aventure,japonaise,britannique,oui,849.3,955.0,78.1,107.5,,215.0,non,109.6
ducati-750-supersport-vs-triumph-daytona-955i,triumph-daytona-955i,Triumph Daytona 955i,ducati-750-supersport,Ducati 750 Supersport,Triumph Daytona 955i ou Ducati 750 Supersport : lequel choisir ?,Sportive,britannique,italienne,oui,955.0,748.0,129.8,68.0,219.08,165.0,non,107.8
ducati-750-supersport-vs-yamaha-yzf-r7,yamaha-yzf-r7,Yamaha YZF-R7 (1999),ducati-750-supersport,Ducati 750 Supersport,Yamaha YZF-R7 (1999) ou Ducati 750 Supersport : lequel choisir ?,Sportive,japonaise,italienne,oui,749.0,748.0,107.5,68.0,188.69,165.0,non,107.4
